EventID,Title,Release Year,Locations,Fun Facts,Production Company,Distributor,Director,Writer,Actors
805,"Smile Again, Jenny Lee",2015,Europa Caf̩ (4318 California St. and 5th Ave.),,Carlo Caldana/Marguery Films,,Carlo Caldana,Linda Demetrick,"Craig Tsuyumine, Puneet Prasad, Larry Kitagawa"
806,"Smile Again, Jenny Lee",2015,New Taraval Caf̩ (1054 Taraval St.),,Carlo Caldana/Marguery Films,,Carlo Caldana,Linda Demetrick,"Craig Tsuyumine, Puneet Prasad, Larry Kitagawa"
807,"Smile Again, Jenny Lee",2015,Ocean Beach Motel (2690 46th Ave.),,Carlo Caldana/Marguery Films,,Carlo Caldana,Linda Demetrick,"Craig Tsuyumine, Puneet Prasad, Larry Kitagawa"
808,"Smile Again, Jenny Lee",2015,Kansas St at 17th St.,,Carlo Caldana/Marguery Films,,Carlo Caldana,Linda Demetrick,"Craig Tsuyumine, Puneet Prasad, Larry Kitagawa"
809,"Smile Again, Jenny Lee",2015,City Hall,,Carlo Caldana/Marguery Films,,Carlo Caldana,Linda Demetrick,"Craig Tsuyumine, Puneet Prasad, Larry Kitagawa"
810,"Smile Again, Jenny Lee",2015,Manor West (750 Harrison St.),,Carlo Caldana/Marguery Films,,Carlo Caldana,Linda Demetrick,"Craig Tsuyumine, Puneet Prasad, Larry Kitagawa"
811,"Smile Again, Jenny Lee",2015,475 Diamond St.,,Carlo Caldana/Marguery Films,,Carlo Caldana,Linda Demetrick,"Craig Tsuyumine, Puneet Prasad, Larry Kitagawa"
812,"Smile Again, Jenny Lee",2015,Hyatt Hotel (555 North Point St.),,Carlo Caldana/Marguery Films,,Carlo Caldana,Linda Demetrick,"Craig Tsuyumine, Puneet Prasad, Larry Kitagawa"
813,"Smile Again, Jenny Lee",2015,"Fairmont Hotel (950 Mason Street, Nob Hill)",,Carlo Caldana/Marguery Films,,Carlo Caldana,Linda Demetrick,"Craig Tsuyumine, Puneet Prasad, Larry Kitagawa"
814,"Smile Again, Jenny Lee",2015,411 Shrader St.,,Carlo Caldana/Marguery Films,,Carlo Caldana,Linda Demetrick,"Craig Tsuyumine, Puneet Prasad, Larry Kitagawa"
815,"Smile Again, Jenny Lee",2015,883 42nd Ave.,,Carlo Caldana/Marguery Films,,Carlo Caldana,Linda Demetrick,"Craig Tsuyumine, Puneet Prasad, Larry Kitagawa"
816,"Smile Again, Jenny Lee",2015,Mason & Sacramento St,,Carlo Caldana/Marguery Films,,Carlo Caldana,Linda Demetrick,"Craig Tsuyumine, Puneet Prasad, Larry Kitagawa"
817,"Smile Again, Jenny Lee",2015,Unitarian Church (1187 Franklin St.),,Carlo Caldana/Marguery Films,,Carlo Caldana,Linda Demetrick,"Craig Tsuyumine, Puneet Prasad, Larry Kitagawa"
818,"Smile Again, Jenny Lee",2015,"Huntington Park (California & Taylor Streets, Nob Hill)",,Carlo Caldana/Marguery Films,,Carlo Caldana,Linda Demetrick,"Craig Tsuyumine, Puneet Prasad, Larry Kitagawa"
819,"Smile Again, Jenny Lee",2015,E Tutto Qua Restaurant (270 Columbus St.),,Carlo Caldana/Marguery Films,,Carlo Caldana,Linda Demetrick,"Craig Tsuyumine, Puneet Prasad, Larry Kitagawa"
820,"Smile Again, Jenny Lee",2015,1328 Portola,,Carlo Caldana/Marguery Films,,Carlo Caldana,Linda Demetrick,"Craig Tsuyumine, Puneet Prasad, Larry Kitagawa"
821,"Smile Again, Jenny Lee",2015,Clay St. at Sansome,,Carlo Caldana/Marguery Films,,Carlo Caldana,Linda Demetrick,"Craig Tsuyumine, Puneet Prasad, Larry Kitagawa"
822,"Smile Again, Jenny Lee",2015,Montgomery Street at Post Street,,Carlo Caldana/Marguery Films,,Carlo Caldana,Linda Demetrick,"Craig Tsuyumine, Puneet Prasad, Larry Kitagawa"
823,"Smile Again, Jenny Lee",2015,333 Pacheco St at Lopez Ave.,,Carlo Caldana/Marguery Films,,Carlo Caldana,Linda Demetrick,"Craig Tsuyumine, Puneet Prasad, Larry Kitagawa"
824,"Smile Again, Jenny Lee",2015,Mission Inn (5630 Mission St),,Carlo Caldana/Marguery Films,,Carlo Caldana,Linda Demetrick,"Craig Tsuyumine, Puneet Prasad, Larry Kitagawa"
825,"Smile Again, Jenny Lee",2015,87 Cervantes Blvd (beach),,Carlo Caldana/Marguery Films,,Carlo Caldana,Linda Demetrick,"Craig Tsuyumine, Puneet Prasad, Larry Kitagawa"
826,"Smile Again, Jenny Lee",2015,Gaspare's Pizza House (5546 Geary Blvd.),,Carlo Caldana/Marguery Films,,Carlo Caldana,Linda Demetrick,"Craig Tsuyumine, Puneet Prasad, Larry Kitagawa"
827,"Smile Again, Jenny Lee",2015,510 Noe Street & 18th St.,,Carlo Caldana/Marguery Films,,Carlo Caldana,Linda Demetrick,"Craig Tsuyumine, Puneet Prasad, Larry Kitagawa"
828,"Smile Again, Jenny Lee",2015,Greenwich St at Battery St,,Carlo Caldana/Marguery Films,,Carlo Caldana,Linda Demetrick,"Craig Tsuyumine, Puneet Prasad, Larry Kitagawa"
829,"Smile Again, Jenny Lee",2015,2100 Pacific Ave at Laguna St,,Carlo Caldana/Marguery Films,,Carlo Caldana,Linda Demetrick,"Craig Tsuyumine, Puneet Prasad, Larry Kitagawa"
830,Sneakers,1992,The Embarcadero,,Universal Pictures,Universal Pictures,Phil Alden Robinson,Walter Parkes,"Sydney Poitier, Robert Redford"
831,Sneakers,1992,Hills Brothers Plaza (Embarcadero at Harrison Street),,Universal Pictures,Universal Pictures,Phil Alden Robinson,Walter Parkes,"Sydney Poitier, Robert Redford"
832,So I Married an Axe Murderer,1993,Edinburgh Castle (950 Geary Street),,TriStar Pictures,TriStar Pictures,Thomas Schlamme,Robbie Fox,"Mike Myers, Nancy Travis"
833,So I Married an Axe Murderer,1993,Vesuvio Caf̩ (255 Columbus Avenue),Jack Kerouac was a regular at the caf̩.,TriStar Pictures,TriStar Pictures,Thomas Schlamme,Robbie Fox,"Mike Myers, Nancy Travis"
834,So I Married an Axe Murderer,1993,Swedenborgian Church (2107 Lyon Street),,TriStar Pictures,TriStar Pictures,Thomas Schlamme,Robbie Fox,"Mike Myers, Nancy Travis"
835,So I Married an Axe Murderer,1993,St. John's Presbyterian Church (25 Lake Street),,TriStar Pictures,TriStar Pictures,Thomas Schlamme,Robbie Fox,"Mike Myers, Nancy Travis"
836,So I Married an Axe Murderer,1993,San Francisco Chronicle (901 Mission Street at 15th Street),The paper is called the San Francisco Globe in the movie.,TriStar Pictures,TriStar Pictures,Thomas Schlamme,Robbie Fox,"Mike Myers, Nancy Travis"
837,So I Married an Axe Murderer,1993,Rocco's Corner (Columbus Street),,TriStar Pictures,TriStar Pictures,Thomas Schlamme,Robbie Fox,"Mike Myers, Nancy Travis"
838,So I Married an Axe Murderer,1993,Prudente's Italian Deli (1462 Grant Ave at Union),"Prudente's Italian Deli, which has since closed, is called ""Meats of the World"" in the film.",TriStar Pictures,TriStar Pictures,Thomas Schlamme,Robbie Fox,"Mike Myers, Nancy Travis"
839,So I Married an Axe Murderer,1993,Fog City Diner (1300 Battery Street),,TriStar Pictures,TriStar Pictures,Thomas Schlamme,Robbie Fox,"Mike Myers, Nancy Travis"
840,So I Married an Axe Murderer,1993,City Light Bookstore (261 Columbus Avenue),,TriStar Pictures,TriStar Pictures,Thomas Schlamme,Robbie Fox,"Mike Myers, Nancy Travis"
841,So I Married an Axe Murderer,1993,Caf̩ Picaro 3120 16th Street,,TriStar Pictures,TriStar Pictures,Thomas Schlamme,Robbie Fox,"Mike Myers, Nancy Travis"
842,So I Married an Axe Murderer,1993,Alcatraz Island,Alcatraz Island was a military fort before it became a prison.,TriStar Pictures,TriStar Pictures,Thomas Schlamme,Robbie Fox,"Mike Myers, Nancy Travis"
843,So I Married an Axe Murderer,1993,"Aladdin Terrace (off of Taylor Street, Between Filbert and Union)",,TriStar Pictures,TriStar Pictures,Thomas Schlamme,Robbie Fox,"Mike Myers, Nancy Travis"
844,So I Married an Axe Murderer,1993,305 Hugo Street,,TriStar Pictures,TriStar Pictures,Thomas Schlamme,Robbie Fox,"Mike Myers, Nancy Travis"
845,So I Married an Axe Murderer,1993,"1462 Grant Avenue, at Union Street",,TriStar Pictures,TriStar Pictures,Thomas Schlamme,Robbie Fox,"Mike Myers, Nancy Travis"
846,Sphere,1998,S.S. Jeremiah O'Brien,,Constant c Productions,Warner Bros.,Barry Levinson,Kurt Wimmer,"Dustin Hoffman, Sharon Stone, Marlon Brando"
847,Star Trek II : The Wrath of Khan,1982,Golden Gate Park,,Paramount Pictures,Paramount Pictures,Nicholas Meyer,Harve Bennett,"William Shatner, Leonard Nimoy"
848,Star Trek IV: The Voyage Home,1986,"Bessie Charmichael Elementary School (375 Seventh Street, SOMA)",,Paramount Pictures,Paramount Pictures,Leonard Nimoy,Steve Meerson,"William Shatner, Leonard Nimoy"
849,Star Trek IV: The Voyage Home,1986,500 Block of Pacific Avenue (Chinatown),,Paramount Pictures,Paramount Pictures,Leonard Nimoy,Steve Meerson,"William Shatner, Leonard Nimoy"
850,Star Trek IV: The Voyage Home,1986,Intersection of Columbus & Kearney Streets,,Paramount Pictures,Paramount Pictures,Leonard Nimoy,Steve Meerson,"William Shatner, Leonard Nimoy"
851,Star Trek IV: The Voyage Home,1986,Golden Gate Bridge,"With 23 miles of ladders and 300,000 rivets in each tower, the Golden Gate Bridge was the world's longest span when it opened in 1937.",Paramount Pictures,Paramount Pictures,Leonard Nimoy,Steve Meerson,"William Shatner, Leonard Nimoy"
852,Star Trek IV: The Voyage Home,1986,Golden Gate Park,,Paramount Pictures,Paramount Pictures,Leonard Nimoy,Steve Meerson,"William Shatner, Leonard Nimoy"
853,Star Trek IV: The Voyage Home,1986,"West Harbor, Marina District",,Paramount Pictures,Paramount Pictures,Leonard Nimoy,Steve Meerson,"William Shatner, Leonard Nimoy"
854,Star Trek IV: The Voyage Home,1986,North Beach,,Paramount Pictures,Paramount Pictures,Leonard Nimoy,Steve Meerson,"William Shatner, Leonard Nimoy"
855,Star Trek IV: The Voyage Home,1986,Marina Green (Marina District),"Before the 1906 earthquake, the land on which Marina Green sits was a tidal marsh, and rubble from the earthquake was dumped on the site. However, the site was filled in to provide land for the 1915 Panama-Pacific Exhibition. ",Paramount Pictures,Paramount Pictures,Leonard Nimoy,Steve Meerson,"William Shatner, Leonard Nimoy"
856,Star Trek IV: The Voyage Home,1986,Kearny & Pacific Streets,,Paramount Pictures,Paramount Pictures,Leonard Nimoy,Steve Meerson,"William Shatner, Leonard Nimoy"
857,Star Trek IV: The Voyage Home,1986,Intersection of Grant & Fresno Streets (North Beach),,Paramount Pictures,Paramount Pictures,Leonard Nimoy,Steve Meerson,"William Shatner, Leonard Nimoy"
858,Star Trek IV: The Voyage Home,1986,Intersection of Columbus & Mason Streets,,Paramount Pictures,Paramount Pictures,Leonard Nimoy,Steve Meerson,"William Shatner, Leonard Nimoy"
859,Star Trek VI: The Undiscovered Country,1991,Golden Gate Bridge,"With 23 miles of ladders and 300,000 rivets in each tower, the Golden Gate Bridge was the world's longest span when it opened in 1937.",Paramount Pictures,Paramount Pictures,Nicholas Meyer,Nimoy,"William Shatner, Leonard Nimoy, Ray Charles"
860,Steve Jobs,2015,Intersection of Clay St. and Walter U Lum Plc,,RDF Productions LLC,Universal Pictures,Danny Boyle,Aaron Sorkin,"Michael Fassbender, Kate Winslet, Seth Rogen"
861,Steve Jobs,2015,21st and Sanchez St,,RDF Productions LLC,Universal Pictures,Danny Boyle,Aaron Sorkin,"Michael Fassbender, Kate Winslet, Seth Rogen"
862,Steve Jobs,2015,Castro St. between 21st an Hill St,,RDF Productions LLC,Universal Pictures,Danny Boyle,Aaron Sorkin,"Michael Fassbender, Kate Winslet, Seth Rogen"
863,Steve Jobs,2015,Mission St and 5th St,,RDF Productions LLC,Universal Pictures,Danny Boyle,Aaron Sorkin,"Michael Fassbender, Kate Winslet, Seth Rogen"
864,Steve Jobs,2015,21st and Collingswood St.,,RDF Productions LLC,Universal Pictures,Danny Boyle,Aaron Sorkin,"Michael Fassbender, Kate Winslet, Seth Rogen"
865,Steve Jobs,2015,War Memorial Opera House (401 Van Ness Avenue),,RDF Productions LLC,Universal Pictures,Danny Boyle,Aaron Sorkin,"Michael Fassbender, Kate Winslet, Seth Rogen"
866,Steve Jobs,2015,Davies Symphony Hall (201 Van Ness Ave.),,RDF Productions LLC,Universal Pictures,Danny Boyle,Aaron Sorkin,"Michael Fassbender, Kate Winslet, Seth Rogen"
867,Steve Jobs,2015,Sutter Stockton Garage,,RDF Productions LLC,Universal Pictures,Danny Boyle,Aaron Sorkin,"Michael Fassbender, Kate Winslet, Seth Rogen"
868,Steve Jobs,2015,California St. from Jones St. to Mason St.,,RDF Productions LLC,Universal Pictures,Danny Boyle,Aaron Sorkin,"Michael Fassbender, Kate Winslet, Seth Rogen"
869,Steve Jobs,2015,Powell St. from California St. to Sutter St.,,RDF Productions LLC,Universal Pictures,Danny Boyle,Aaron Sorkin,"Michael Fassbender, Kate Winslet, Seth Rogen"
870,Steve Jobs,2015,Jackson St. from Mason St. to Powell St.,,RDF Productions LLC,Universal Pictures,Danny Boyle,Aaron Sorkin,"Michael Fassbender, Kate Winslet, Seth Rogen"
871,Steve Jobs,2015,Intersection of Columbus and Kearny,,RDF Productions LLC,Universal Pictures,Danny Boyle,Aaron Sorkin,"Michael Fassbender, Kate Winslet, Seth Rogen"
872,Stigmata,1999,19th and Kansas St.,,Metro-Goldwyn Mayer,Metro-Goldwyn Mayer,Rupert Wainwright,Tom Lazarus,"Patricia Arquette, Gabriel Byrne"
873,Street Music,1981,,,Pacificon Films,Specialty Films,Jenny Bowen,Jenny Bowen,Elizabeth Daily
874,Sudden Fear,1952,The Tamalpias Building (1201 Greenwich Street at Hyde),,Joseph Kaufmann Pictures,RKO Pictures,David Miller,Lenore J. Coffee,"Joan Crawford, Jack Palance"
875,Sudden Fear,1952,Brocklebank Apartments (1000 Mason Street),,Joseph Kaufmann Pictures,RKO Pictures,David Miller,Lenore J. Coffee,"Joan Crawford, Jack Palance, Don Cheadle"
876,Sudden Fear,1952,2800 Scott Street,,Joseph Kaufmann Pictures,RKO Pictures,David Miller,Lenore J. Coffee,"Joan Crawford, Jack Palance, Artie Lang"
877,Sudden Fear,1952,Lombard Street,Lombard Street is not actually the crookedest in SF. That honor goes to Potrero Hill's Vermont Street between 22nd and 23rd.,Joseph Kaufmann Pictures,RKO Pictures,David Miller,Lenore J. Coffee,"Joan Crawford, Jack Palance, Don Cheadle"
878,Sudden Impact,1983,Mt. Davidson,Mt. Davidson is highest point in San Francisco (938 feet).,Warner Bros. Pictures,Warner Bros.,Clint Eastwood,Harry Julian Fink,"Clint Eastwood, Sondra Locke, Artie Lang"
879,Sudden Impact,1983,"Near Point Lobos, El Camino Del Mar ",,Warner Bros. Pictures,Warner Bros.,Clint Eastwood,Harry Julian Fink,"Clint Eastwood, Sondra Locke, Artie Lang"
880,Sudden Impact,1983,"McDonald's Restaurant (701 3rd Street, SOMA)",,Warner Bros. Pictures,Warner Bros.,Clint Eastwood,Harry Julian Fink,"Clint Eastwood, Sondra Locke, Artie Lang"
881,Sudden Impact,1983,"Mark Hopkins Intercontinental Hotel (1 Nob Hill Circle, Nob Hill)",The Top of the Mark lounge and restaurant at the top of the hotel was formerly a penthouse suite.,Warner Bros. Pictures,Warner Bros.,Clint Eastwood,Harry Julian Fink,"Clint Eastwood, Sondra Locke, Artie Lang"
882,Sudden Impact,1983,Hall of Justice (850 Bryant Street),,Warner Bros. Pictures,Warner Bros.,Clint Eastwood,Harry Julian Fink,"Clint Eastwood, Sondra Locke, Artie Lang"
883,Sudden Impact,1983,Ferry Plaza,"Every hour and half-hour, the clock bell atop the Ferry Building chimes portions of the Westminster Quarters.",Warner Bros. Pictures,Warner Bros.,Clint Eastwood,Harry Julian Fink,"Clint Eastwood, Sondra Locke, Artie Lang"
884,Sudden Impact,1983,"Fairmont Hotel (950 Mason Street, Nob Hill)","In 1945 the Fairmont hosted the United Nations Conference on International Organization as delegates arrived to draft a charter for the organization. The U.S. Secretary of State, Edward Stettinus drafted the charter in the hotel's Garden Room.",Warner Bros. Pictures,Warner Bros.,Clint Eastwood,Harry Julian Fink,"Clint Eastwood, Sondra Locke, Artie Lang"
885,Sudden Impact,1983,Civic Center Plaza,,Warner Bros. Pictures,Warner Bros.,Clint Eastwood,Harry Julian Fink,"Clint Eastwood, Sondra Locke, Artie Lang"
886,Sudden Impact,1983,The Embarcadero/ Ferry Building,"Every hour and half-hour, the clock bell atop the Ferry Building chimes portions of the Westminster Quarters.",Warner Bros. Pictures,Warner Bros.,Clint Eastwood,Harry Julian Fink,"Clint Eastwood, Sondra Locke, Artie Lang"
887,Sudden Impact,1983,"Bowles Franklin Galleries (765 Beach Street, Fisherman's Wharf)",,Warner Bros. Pictures,Warner Bros.,Clint Eastwood,Harry Julian Fink,"Clint Eastwood, Sondra Locke, Artie Lang"
888,Sudden Impact,1983,"Pier 38-40, The Embarcadero",,Warner Bros. Pictures,Warner Bros.,Clint Eastwood,Harry Julian Fink,"Clint Eastwood, Sondra Locke, Artie Lang"
889,Summertime,2015,Duboce Park,,"Creative Monster Productions, Inc.",,Gabriele Muccino,,
890,Summertime,2015,Fisherman's Wharf pier near Chapel (Port Walk #19),,"Creative Monster Productions, Inc.",,Gabriele Muccino,,
891,Summertime,2015,Chinatown (Stockton @ Jackson & Jackson toward Grant,,"Creative Monster Productions, Inc.",,Gabriele Muccino,,
892,Summertime,2015,Montgomery between California and Pine,,"Creative Monster Productions, Inc.",,Gabriele Muccino,,
893,Summertime,2015,Oasis Nightclub (298 11th St),,"Creative Monster Productions, Inc.",,Gabriele Muccino,,
894,Summertime,2015,Broadway and Taylor St Intersection,,"Creative Monster Productions, Inc.",,Gabriele Muccino,,
895,Summertime,2015,Turk St between Lyon and Baker St,,"Creative Monster Productions, Inc.",,Gabriele Muccino,,
896,Summertime,2015,Buena Vista East & Duboce; Buena Vista East & Haight,,"Creative Monster Productions, Inc.",,Gabriele Muccino,,
897,Summertime,2015,Love Street Vintage (1506 Haight & adjacent Haight sidewalk_,,"Creative Monster Productions, Inc.",,Gabriele Muccino,,
898,Summertime,2015,Alamo Square,,"Creative Monster Productions, Inc.",,Gabriele Muccino,,
899,Summertime,2015,Stanyan & Belgrave,,"Creative Monster Productions, Inc.",,Gabriele Muccino,,
900,Summertime,2015,Sansome (Washington to Bush) Pine (Davis to Kearny) Bush: Kearny to Battery,,"Creative Monster Productions, Inc.",,Gabriele Muccino,,
901,Summertime,2015,53 Potomac St,,"Creative Monster Productions, Inc.",,Gabriele Muccino,,
902,Summertime,2015,20th St and Church (3885 20th St),,"Creative Monster Productions, Inc.",,Gabriele Muccino,,
903,Superman,1978,Golden Gate Bridge,"With 23 miles of ladders and 300,000 rivets in each tower, the Golden Gate Bridge was the world's longest span when it opened in 1937.",Alexander Salkind,Warner Bros.,Richard Donner,Jerry Siegel,"Christopher Reeve, Gene Hackman, Artie Lang"
904,Susan Slade,1961,"On Board the SS President Cleveland, docked at Pier 50",,Warner Bros. Pictures,Warner Bros.,Delmer Daves,Delmer Daves,Troy Donahue   Rod Taylor
